Question_ID,Skill_ID_List,Content,Options,Answer,Difficulty,Explanation
Q2.073,"2.2_LamViecNhom","Giá trị cốt lõi của ""hợp tác"" trong môi trường số là","['A. Mọi người làm việc độc lập và báo cáo kết quả cuối cùng', 'B. Tuân thủ mệnh lệnh từ lãnh đạo một cách tuyệt đối', 'C. Cạnh tranh để trở thành người giỏi nhất', 'D. Cùng nhau làm việc hướng tới một mục tiêu chung, chia sẻ ý tưởng và hỗ trợ lẫn nhau']",D,Medium,
Q2.074,"2.4_DichVuCong",Dịch vụ công trực tuyến là gì?,"['A. Việc mua bán hàng hóa qua mạng', 'B. Việc cung cấp các dịch vụ hành chính công thông qua nền tảng số', 'C. Việc học tập trên các nền tảng E-learning', 'D. Việc giao tiếp với bạn bè qua mạng xã hội']",B,Medium,
Q2.075,"2.4_DichVuCong",Đâu là một trong những quyền của công dân khi sử dụng dịch vụ công trực tuyến?,"['A. Quyền yêu cầu xử lý hồ sơ ngay lập tức', 'B. Quyền không cần cung cấp thông tin trung thực', 'C. Quyền theo dõi tiến độ xử lý hồ sơ', 'D. Quyền sử dụng ngôn từ thô tục khi phản hồi']",C,Medium,
Q2.076,"2.4_DichVuCong",Đâu là một trong những nghĩa vụ của công dân khi sử dụng dịch vụ công trực tuyến?,"['A. Cung cấp thông tin trung thực và đầy đủ', 'B. Có thể nộp hồ sơ trễ hạn', 'C. Phê bình thô tục qua hệ thống phản hồi', 'D. Không cần tuân thủ quy định']",A,Medium,
Q2.077,"2.1_NguyenTac","Bước đầu tiên trong quy trình phản ánh, kiến nghị qua nền tảng số là gì?","['A. Truy cập nền tảng phản ánh', 'B. Gửi thông tin phản ánh', 'C. Ghi nhận hiện trạng một cách khách quan và xác thực', 'D. Theo dõi mã xử lý và kết quả']",C,Medium,
Q2.078,"2.1_NguyenTac","Khi góp ý chính sách trực tuyến, nguyên tắc quan trọng cần tuân thủ là gì?","['A. Góp ý dựa trên cảm tính', 'B. Dùng ngôn ngữ xây dựng, dựa trên cơ sở pháp lý và thực tiễn', 'C. Sao chép góp ý của người khác', 'D. Phê phán và chỉ trích gay gắt']",B,Medium,
Q2.079,"2.3_CongDanSo","Trong các cuộc thảo luận nghiêm túc về chính sách, hành vi nào thể hiện trách nhiệm của một công dân số?","['A. Sử dụng danh tính ẩn danh', 'B. Sử dụng danh tính thật (chính danh)', 'C. Công kích cá nhân', 'D. Tranh luận dựa trên cảm xúc']",B,Medium,
Q2.080,"2.1_NguyenTac","Khi tranh luận trên mạng, thay vì công kích cá nhân, người dùng nên làm gì?","['A. Tranh luận dựa trên lý lẽ, bằng chứng', 'B. Dừng cuộc tranh luận ngay lập tức', 'C. Chấp nhận mọi ý kiến của người khác', 'D. Báo cáo tài khoản của người có ý kiến trái chiều']",A,Medium,
Q2.081,"2.4_DichVuCong",Trang web nào được đề cập là nền tảng đáng tin cậy để tra cứu văn bản pháp luật?,"['A. Facebook.com', 'B. Google.com', 'C. https://thuvienphapluat.vn', 'D. Wikipedia.org']",C,Medium,
Q2.082,"2.4_DichVuCong","Khi tra cứu văn bản pháp luật trực tuyến, tại sao việc kiểm tra hiệu lực của văn bản lại quan trọng?","['A. Để biết văn bản có phổ biến hay không', 'B. Vì văn bản có thể đã bị sửa đổi, thay thế hoặc hết hiệu lực', 'C. f', 'D. Để tải văn bản về máy nhanh hơn']",B,Medium,
Q2.083,"2.1_NguyenTac","Nền tảng nào được ví dụ là mô hình kiến tạo tri thức phổ thông, một ""Bách khoa toàn thư Mở""?","['A. GitHub', 'B. Google Docs', 'C. Facebook', 'D. Wikipedia']",D,Medium,
Q2.084,"2.1_NguyenTac","Công cụ giao tiếp nào được xem là tiêu chuẩn vàng cho môi trường chuyên nghiệp với khả năng tổ chức trò chuyện theo ""kênh""?","['A. Zalo', 'B. Slack', 'C. Facebook Messenger', 'D. Viber']",B,Medium,
Q2.085,"2.2_LamViecNhom",Đâu là một trong những thuận lợi chính mà hợp tác số mang lại?,"['A. Làm gia tăng rào cản địa lý và thời gian', 'B. Hạn chế sự sáng tạo và trao đổi ý tưởng', 'C. Phá vỡ rào cản địa lý và thời gian', 'D. Yêu cầu mọi thành viên phải làm việc cùng lúc']",C,Medium,
Q2.086,"2.2_LamViecNhom","Rủi ro về ""con người"" trong hợp tác số bao gồm hiện tượng nào?","['A. Xung đột, thiếu tin tưởng, và hiện tượng \'ăn theo\' (Social Loafing)', 'B. Giao tiếp sai lệch do thiếu ngữ cảnh', 'C. Mất dữ liệu do tấn công mạng', 'D. Lỗi phần mềm và vi phạm bảo mật']",A,Medium,
Q2.087,"2.1_NguyenTac","Khi bạn vô tình gửi một email chứa thông tin nhạy cảm đến nhầm người, việc đầu tiên bạn nên làm là gì?","['A. Hy vọng họ không đọc được', 'B. Gửi ngay một email xin lỗi đến tất cả mọi người trong danh sách liên lạc', 'C. Thu hồi email (nếu có thể) và ngay lập tức liên hệ với người nhận để giải thích và đề nghị họ xóa email', 'D. Đổ lỗi cho công nghệ']",C,Medium,
Q2.088,"2.1_NguyenTac","Hành vi nào sau đây có thể được coi là ""quấy rối trực tuyến"" (Online Harassment)?","['A. Gửi lời chào buổi sáng đến đồng nghiệp', 'B. Liên tục gửi tin nhắn không mong muốn, đe dọa hoặc bình luận xúc phạm cá nhân', 'C. Chia sẻ tài liệu công việc lên kênh chung', 'D. Đặt trạng thái \'Đang bận\'']",D,Medium,
Q2.089,"2.1_NguyenTac",Bạn nhận thấy một thành viên trong nhóm thường xuyên bị loại khỏi các kênh thông tin quan trọng. Bạn nên,"['A. Chủ động thêm họ vào các kênh và nhắc nhở người phụ trách về sự thiếu sót này', 'B. Giả vờ như không biết', 'C. Nói xấu họ với sếp', 'D. Cho rằng họ không muốn tham gia']",A,Medium,
Q2.090,"2.1_NguyenTac","Khi sử dụng hình ảnh từ Internet cho bài thuyết trình công việc, điều quan trọng nhất cần làm là:","['A. Có thể sử dụng vì mọi thứ trên internet vì chúng đều miễn phí', 'B. Chỉ sử dụng hình ảnh có chứa watermark (logo)', 'C. Kiểm tra giấy phép (license) của hình ảnh và ghi nguồn đầy đủ nếu cần', 'D. Tìm mọi cách chỉnh sửa lại hình ảnh trước khi sử dụng']",C,Medium,
Q2.091,"2.4_DichVuCong","Trong một cuộc khảo sát trực tuyến ẩn danh, một thành viên đã viết những lời lẽ tiêu cực, không mang tính xây dựng về đồng nghiệp. Hành động này chủ yếu vi phạm nguyên tắc nào?","['A. Bảo mật thông tin', 'B. Hợp tác hiệu quả', 'C. Tốc độ phản hồi', 'D. Trung thực và tính xây dựng trong phản hồi']",D,Medium,
Q2.092,"2.1_NguyenTac",Điều quan trọng nhất để khuyến khích sự tham gia trong diễn đàn trực tuyến là?,"['A. Kiểm duyệt', 'B. Tính tương tác', 'C. Chức năng', 'D. Thiết kế']",B,Medium,
Q2.093,"2.1_NguyenTac",Công cụ nào được giới thiệu trong bài giảng để tìm kiếm các bài viết kiểm chứng từ những tổ chức uy tín trên toàn cầu?,"['A. Wikipedia.', 'B. Google Search thông thường.', 'C. Facebook Search.', 'D. Google Fact Check Explorer.']",D,Medium,
Q2.094,"2.2_LamViecNhom","Nếu đã lỡ đăng tải hoặc chia sẻ tin giả, hành động nào sau đây được cho là có trách nhiệm nhất?","['A. Gỡ bỏ thông tin, đăng bài đính chính và xin lỗi.', 'B. Chỉnh sửa bài đăng một chút để thông tin bớt sai lệch.', 'C. Khóa tài khoản tạm thời để tránh bị chỉ trích.', 'D. Im lặng và hy vọng mọi người sẽ quên đi.']",A,Medium,
Q2.095,"2.1_NguyenTac",Nguyên tắc khi phản ánh qua nền tảng số là gì?,"['A. Sử dụng ngôn ngữ kích động', 'B. Tránh gửi trùng lặp', 'C. Thông tin trung thực, đính kèm bằng chứng rõ ràng', 'D. Viết bằng tiếng lóng']",C,Medium,
Q2.096,"2.3_CongDanSo",Vì sao cần tuân thủ quy tắc ứng xử khi tham gia hoạt động trực tuyến?,"['A. Bảo vệ quyền lợi và danh dự của bản thân và người khác', 'B. Góp phần xây dựng cộng đồng mạng an toàn và lành mạnh', 'C. Tạo môi trường giao tiếp văn minh, lịch sự', 'D. Tất cả các lý do trên']",D,Medium,
Q2.097,"2.3_CongDanSo",Điều gì quan trọng nhất để duy trì quy tắc ứng xử trên mạng?,"['A. Luôn đồng tình theo ý kiến số đông', 'B. Sự đồng hành và hợp tác của cộng đồng', 'C. Chứng tỏ bạn quan trọng', 'D. Tranh luận triệt để nếu không cùng quan điểm với mình']",B,Medium,
Q2.098,"2.1_NguyenTac",Bạn nên làm gì khi nhận được một tin nhắn đe dọa trên mạng?,"['A. Chia sẻ với bạn bè để xin lời khuyên', 'B. Bỏ qua và chặn người gửi.', 'C. Báo cáo tin nhắn với nhà cung cấp dịch vụ', 'D. Trả lời tin nhắn']",C,Medium,
Q2.099,"2.3_CongDanSo",Hành vi công dân số có trách nhiệm gồm?,"['A. Tư duy phản biện', 'B. Tự động chia sẻ thông tin', 'C. Năng lực tra cứu pháp luật', 'D. Ứng xử có đạo đức trên mạng']",D,Medium,
Q2.100,"2.2_LamViecNhom",Thuận lợi vượt trội của hợp tác số là gì?,"['A. Đảm bảo mọi người đóng góp như nhau', 'B. Phá vỡ rào cản địa lý và thời gian', 'C. Không cần xây dựng lòng tin', 'D. Giảm xung đột cá nhân']",B,Medium,
Q2.101,"2.1_NguyenTac",Giao tiếp số trong giáo dục và hành chính cần nguyên tắc gì?,"['A. Ngôn ngữ chuẩn mực', 'B. Tránh dùng biểu tượng cảm xúc', 'C. Sử dụng tiếng lóng', 'D. Tôn trọng phản hồi']",A,Medium,
Q2.102,"2.3_CongDanSo",Hành động quan trọng nhất để bảo vệ quyền riêng tư trên mạng xã hội?,"['A. Sử dụng tên thật và ảnh thật', 'B. Không chia sẻ thông tin cá nhân', 'C. Kết bạn với tất cả', 'D. Xem xét và điều chỉnh cài đặt quyền riêng tư']",D,Medium,
Q2.103,"2.4_DichVuCong",Sử dụng nền tảng số tiếp cận pháp luật thể hiện điều gì?,"['A. Ý thức pháp quyền và năng lực công dân', 'B. Sở thích cá nhân', 'C. Mong muốn làm cán bộ', 'D. Trào lưu công nghệ']",A,Medium,
Q2.104,"2.1_NguyenTac",Tại sao Zalo không phải là lựa chọn lý tưởng cho việc quản lý dự án nhóm?,"['A. Vì Zalo là ứng dụng trả phí rất đắt', 'B. Vì giao diện Zalo quá phức tạp để sử dụng', 'C. Vì thông tin quan trọng dễ bị trôi và khó quản lý', 'D. Vì Zalo không có chức năng gọi điện']",C,Medium,
Q2.105,"2.4_DichVuCong","Theo Nghị định số (15/2020/NĐ-CP), mức phạt vi phạm hành chính đối với cá nhân đăng tin sai sự thật trên mạng xã hội","['A. Cảnh cáo và và yêu cầu đính chính', 'B. Cảnh cáo và gửi thông báo yêu cầu kỷ luật về địa phương hoặc cơ quan chủ quản', 'C. Từ 2 - 6 triệu, buộc gỡ bỏ thông tin vi phạm.\xa0Trong trường hợp gây ảnh hưởng đến danh dự, uy tín của người khác 8 - 10 triệu', 'D. Từ 5 - 10 triệu, buộc gỡ bỏ thông tin vi phạm.\xa0Trong trường hợp gây ảnh hưởng đến danh dự, uy tín của người khác 10 - 15 triệu']",C,Medium,
Q2.106,"2.3_CongDanSo","Theo Điều 4 của Bộ Quy tắc ứng xử trên mạng xã hội, người dùng nên làm gì trước khi đăng ký, tham gia mạng xã hội?","['A. Tìm cách lách các điều khoản', 'B. Tìm hiểu và tuân thủ các điều khoản hướng dẫn sử dụng của nhà cung cấp', 'C. Bỏ qua các điều khoản', 'D. Chỉ đọc phần tóm tắt']",B,Medium,
Q2.107,"2.3_CongDanSo",Bắt nạt trên mạng (cyber bullying) được định nghĩa là hành vi lặp đi lặp lại nhằm mục đích gì?,"['A. Khiến đối tượng mục tiêu sợ hãi, tức giận hoặc xấu hổ', 'B. Kêu gọi đối tượng mục tiêu đăng kí theo dõi kênh', 'C. Cung cấp thông tin cá nhân của đối tượng mục tiêu để mọi người biết', 'D. Gây cười và giải trí']",A,Medium,
Q2.108,"2.1_NguyenTac","""Nguyên tắc cộng đồng"" của một nền tảng mạng xã hội là gì?","['A. Một bộ luật hình sự', 'B. Các mẹo để tăng lượt theo dõi', 'C. Một bộ tiêu chuẩn về những điều được và không được phép làm trên nền tảng', 'D. Hướng dẫn cách kiếm tiền từ nền tảng']",C,Medium,
Q2.109,"2.3_CongDanSo",Cân bằng cuộc sống số bao gồm việc gì?,"['A. Dành toàn bộ thời gian cho không gian mạng', 'B. Chỉ sử dụng internet cho công việc', 'C. Tránh mọi tương tác với người khác ngoài đời', 'D. Quản lý thời gian phù hợp, ý thức về tác động của internet và duy trì tương tác ngoài đời']",D,Medium,
Q2.110,"2.3_CongDanSo","""Danh tính số"" (Digital Identity) được định nghĩa là gì?","['A. Chỉ là tên đăng nhập và mật khẩu', 'B. Chỉ là địa chỉ email của một người', 'C. Thông tin về một thực thể được hệ thống máy tính sử dụng để đại diện cho đối tượng cụ thể', 'D. Chỉ là hình ảnh đại diện trên mạng xã hội']",C,Medium,
Q2.111,"2.3_CongDanSo","Theo tài liệu, danh tính số được hình thành từ đâu?","['A. Chỉ từ thông tin người dùng tự khai báo', 'B. Từ việc liên kết các dấu chân số riêng lẻ để tạo thành một hồ sơ hoàn chỉnh', 'C. Chỉ từ các tài khoản mạng xã hội', 'D. Chỉ từ lịch sử mua sắm trực tuyến']",B,Medium,
Q2.112,"2.3_CongDanSo",Một trong những rủi ro tiềm ẩn khi danh tính số bị khai thác là gì?,"['A. Ảnh hưởng đến danh tiếng và uy tín cá nhân trong đời thực', 'B. Bị spam quảng cáo', 'C. Có quá nhiều bạn bè trên mạng', 'D. Trở nên quá nổi tiếng']",B,Medium,
Q2.113,"2.3_CongDanSo","""Dấu chân số"" (Digital Footprint) là gì?","['A. Chỉ những trang web đã truy cập', 'B. Chỉ những email đã gửi', 'C. Những dấu vết dữ liệu được tạo ra khi sử dụng Internet', 'D. Chỉ các bình luận trên mạng xã hội']",C,Medium,
Q2.114,"2.1_NguyenTac",Dữ liệu của người dùng bị thu thập âm thầm mà họ không hề hay biết được gọi là gì?,"['A. Danh tính số', 'B. Dữ liệu mã hóa', 'C. Dấu chân số chủ động', 'D. Dấu chân số bị động']",D,Medium,
Q2.115,"2.1_NguyenTac",Đâu là một trong những lợi ích của việc các nhà cung cấp dịch vụ thu thập dữ liệu về hành vi tương tác trên môi trường mạng của người dùng?,"['A. Giảm tính bảo mật của tài khoản', 'B. Khiến người dùng mất nhiều thời gian hơn', 'C. Nâng cấp các tính năng của ứng dụng số để đem lại trải nghiệm tốt hơn', 'D. Làm giảm hiệu quả của các tác vụ']",C,Medium,
Q2.116,"2.1_NguyenTac",Vì sao cần lên tiếng chống lại hành vi sai trái trên mạng?,"['A. Để ngăn chặn hành vi sai trái lan rộng', 'B. Để xây dựng một cộng đồng mạng văn minh và lành mạnh', 'C. Để bảo vệ bản thân và những người xung quanh.', 'D. Vì tất cả những lý do trên']",D,Medium,
Q2.117,"2.2_LamViecNhom",Tương lai của giao tiếp và hợp tác số sẽ được định hình chủ yếu bởi:,"['A. Sự ổn định của các công cụ hiện có', 'B. Khả năng kết hợp hài hòa giữa công nghệ mới và các kỹ năng giao tiếp, hợp tác cốt lõi của con người', 'C. Việc loại bỏ hoàn toàn giao tiếp bằng văn bản', 'D. Sự phụ thuộc hoàn toàn vào trí tuệ nhân tạo']",B,Medium,
Q2.118,"2.2_LamViecNhom","Rủi ro về ""con người"" trong hợp tác số bao gồm hiện tượng nào?","['A. Mất dữ liệu do tấn công mạng', 'B. Giao tiếp sai lệch do thiếu ngữ cảnh', 'C. Xung đột, thiếu tin tưởng, và hiện tượng \'ăn theo\' (Social Loafing)', 'D. Lỗi phần mềm và vi phạm bảo mật']",C,Medium,
Q2.119,"2.4_DichVuCong","Theo Luật An ninh mạng 2018, hành vi nào sau đây bị nghiêm cấm trên không gian mạng?","['A. Thông tin sai sự thật gây hoang mang trong nhân dân', 'B. Chia sẻ kinh nghiệm học tập', 'C. Tuyên truyền, quảng bá văn hóa tốt đẹp', 'D. Đăng tải hình ảnh du lịch cá nhân']",A,Medium,
Q2.120,"2.2_LamViecNhom",Một đặc tính của việc chia sẻ hay truy cập nội dung trên Internet được mô tả trong tài liệu là gì?,"['A. Có thể thu hồi', 'B. Luôn an toàn', 'C. Luôn riêng tư', 'D. Không thể thu hồi  triệt để']",D,Medium,
Q3.001,"3.1_KeHoach","Theo tài liệu, mục tiêu của Module 3: ""Phát triển nội dung số"" là gì?","['A. Trang bị khả năng phân tích mục tiêu và đối tượng người dùng.', 'B. Hướng dẫn quy trình rà soát và đánh giá tài nguyên nội dung đã có.', 'C. Cung cấp kiến thức nền tảng về bản quyền số.', 'D. Giúp làm quen với lập trình Python cơ bản.']",A,Medium,
Q3.002,"3.1_KeHoach","""Kim chỉ nam"" cho mọi hoạt động sáng tạo nội dung hiệu quả là gì?","['A. Hiểu rõ \'làm nội dung cho ai?\' và \'để làm gì?\'.', 'B. Nắm vững các công cụ sản xuất nội dung hiện đại.', 'C. Có khả năng thiết kế hình ảnh bắt mắt.', 'D. Biết cách viết kịch bản video hấp dẫn.']",A,Medium,
Q3.003,"3.1_KeHoach",Mục tiêu nội dung số SMART bao gồm những yếu tố nào?,"['A. Specific, Measurable, Achievable, Relevant, Time-bound.', 'B. Simple, Memorable, Attractive, Readable, Timely.', 'C. Strategic, Modern, Appealing, Realistic, Thoughtful.', 'D. Short, Meaningful, Actionable, Relatable, Teachable.']",A,Medium,
Q3.004,"3.1_KeHoach",Yếu tố nào KHÔNG thuộc 3 yếu tố chính để xây dựng Chân dung người dùng (User Persona)?,"['A. Nhân khẩu học', 'B. Tâm lý học', 'C. Thói quen số (Digital Habits)', 'D. Tình trạng hôn nhân']",D,Medium,
Q3.005,"3.1_KeHoach",Hậu quả của việc không xác định rõ ràng mục tiêu và đối tượng là gì?,"['A. Nội dung không tiếp cận đúng người cần, thông điệp không hiệu quả.', 'B. Chi phí sản xuất nội dung tăng cao.', 'C. Thời gian sản xuất nội dung kéo dài.', 'D. Khó khăn trong việc lựa chọn công cụ sản xuất.']",A,Medium,
Q3.006,"3.1_KeHoach","Chuẩn đầu ra của phần ""Phân tích mục tiêu và đối tượng"" là gì?","['A. Sinh viên có khả năng xác định mục tiêu và đối tượng một cách rõ ràng.', 'B. Sinh viên có khả năng lập kế hoạch nội dung chi tiết.', 'C. Sinh viên biết cách sử dụng các công cụ sản xuất nội dung.', 'D. Sinh viên hiểu về các loại giấy phép bản quyền.']",A,Medium,
Q3.007,"3.1_KeHoach",Việc lập kế hoạch nội dung được so sánh với hoạt động nào?,"['A. Lập kế hoạch cho một chuyến đi – cần bản đồ và phương tiện.', 'B. Xây một ngôi nhà – cần nền móng vững chắc.', 'C. Nấu một món ăn – cần công thức và nguyên liệu.', 'D. Viết một cuốn sách – cần ý tưởng và cốt truyện.']",A,Medium,
Q3.008,"3.1_KeHoach",Kế hoạch nội dung dài hạn thường được xác định theo khung thời gian nào?,"['A. Năm', 'B. Quý/Tháng', 'C. Tuần/Ngày', 'D. Giờ']",A,Medium,
Q3.009,"3.1_KeHoach",Công cụ nào sau đây KHÔNG được gợi ý để hỗ trợ lập kế hoạch nội dung?,"['A. Năm', 'B. Adobe Photoshop', 'C. Notion', 'D. Trello']",B,Medium,
Q3.010,"3.3_CongCu",Ưu điểm chính của định dạng nội dung Infographic là gì?,"['A. Trực quan, dễ chia sẻ', 'B. Cung cấp thông tin chi tiết, tốt cho SEO', 'C. Tương tác cao, hấp dẫn', 'D. Tiện lợi, có thể nghe khi làm việc khác']",A,Medium,
Q3.011,"3.3_CongCu",Nhược điểm của định dạng nội dung Video là gì?,"['A. Tốn công sản xuất', 'B. Cần thời gian đọc', 'C. Phức tạp khi tạo', 'D. Khó tiếp cận người không thích nghe']",A,Medium,
Q3.012,"3.1_KeHoach",Tiêu chí nào KHÔNG phải là tiêu chí để lựa chọn loại nội dung phù hợp?,"['A. Mục tiêu nội dung', 'B. Đối tượng', 'C. Sở thích cá nhân của người tạo nội dung', 'D. Nền tảng phân phối']",C,Medium,
Q3.013,"3.1_KeHoach",Việc lập kế hoạch nội dung được ví như là gì cho hoạt động sáng tạo?,"['A. Một \'bộ khung\' vững chắc', 'B. Một \'nền móng\' vững chắc', 'C. Một \'bản đồ\' chỉ đường', 'D. Một \'công thức\' thành công']",A,Medium,
Q3.014,"3.1_KeHoach","Yếu tố nào sau đây KHÔNG phải là một tiêu chí của ""nội dung có giá trị thật sự""?","['A. Giúp đỡ/Cung cấp giải pháp', 'B. Giải trí', 'C. Luôn tạo ra tranh cãi để thu hút chú ý', 'D. Truyền cảm hứng']",C,Medium,
Q3.015,"3.1_KeHoach",Công cụ nào được gợi ý để hỗ trợ việc viết nội dung hấp dẫn?,"['A. Grammarly', 'B. CapCut', 'C. Canva', 'D. Audacity']",A,Medium,
Q3.016,"3.3_CongCu","Để thiết kế hình ảnh bắt mắt, công cụ nào sau đây được gợi ý cho người mới bắt đầu?","['A. Canva', 'B. Adobe Photoshop', 'C. Adobe Illustrator', 'D. DaVinci Resolve']",A,Medium,
Q3.017,"3.3_CongCu",CapCut và KineMaster là các công cụ hỗ trợ cho việc gì?,"['A. Quay/chỉnh sửa video trên di động', 'B. Chỉnh sửa âm thanh chuyên nghiệp', 'C. Thiết kế đồ họa vector', 'D. Quản lý dự án nội dung']",A,Medium,
Q3.018,"3.1_KeHoach",Giai đoạn nào quyết định phần lớn sự thành công của nội dung?,"['A. Chất lượng sản xuất', 'B. Lập kế hoạch', 'C. Phân tích đối tượng', 'D. Phân phối nội dung']",A,Medium,
Q3.019,"3.1_KeHoach","""Tích hợp và tạo lập lại nội dung số"" là gì?","['A. Rà soát, đánh giá tài nguyên nội dung đã có, đồng thời cung cấp phương pháp thiết kế khung và biên tập, chuyển đổi nội dung sang các định dạng mới phù hợp.', 'B. Tập trung vào việc sản xuất các loại nội dung mới.', 'C. Cung cấp kiến thức về bản quyền và giấy phép.', 'D. Hướng dẫn lập trình Python cơ bản.']",A,Medium,
Q3.020,"3.1_KeHoach",Bước đầu tiên trong quy trình rà soát và đánh giá nội dung đã có là gì?,"['A. Thu thập tất cả nội dung số liên quan.', 'B. Phân loại nội dung theo chủ đề.', 'C. Đánh giá độ phù hợp của nội dung.', 'D. Loại bỏ các nội dung lỗi thời.']",A,Medium,
Q3.021,"3.1_KeHoach","""Evergreen content"" (Nội dung xanh) là loại nội dung gì?","['A. Nội dung có giá trị bền vững, không lỗi thời.', 'B. Nội dung cần được cập nhật thường xuyên.', 'C. Nội dung đã lỗi thời và không còn phù hợp.', 'D. Nội dung chỉ có giá trị trong một thời gian ngắn.']",A,Medium,
Q3.022,"3.1_KeHoach",Tiêu chí nào được xem là quan trọng nhất khi phân loại nội dung đã có?,"['A. Độ cập nhật', 'B. Định dạng', 'C. Chủ đề', 'D. Nguồn gốc']",A,Medium,
Q3.023,"3.1_KeHoach","Khi đánh giá độ phù hợp của nội dung, câu hỏi nào sau đây KHÔNG cần đặt ra?","['A. Nội dung này có được nhiều lượt thích không?', 'B. Nội dung có phù hợp với mục tiêu mới không?', 'C. Nội dung có còn chính xác không?', 'D. Đối tượng mục tiêu có trùng khớp không?']",A,Medium,
Q3.024,"3.1_KeHoach",Lợi ích của việc rà soát và đánh giá nội dung là gì?,"['A. Tiết kiệm nguồn lực, tăng hiệu quả, đảm bảo chất lượng.', 'B. Tăng chi phí sản xuất nhưng chất lượng cao hơn.', 'C. Giảm thời gian lập kế hoạch cho nội dung mới.', 'D. Tăng số lượng nội dung được sản xuất.']",A,Medium,
Q3.025,"3.1_KeHoach",Công cụ nào KHÔNG được dùng để xây dựng khung nội dung mới?,"['A. Dàn ý (Outline)', 'B. Storyboard', 'C. Kịch bản chi tiết', 'D. Bảng màu (Color Palette)']",D,Medium,
Q3.026,"3.1_KeHoach",Storyboard thường được sử dụng cho loại nội dung nào?,"['A. Nội dung hình ảnh/video', 'B. Nội dung nặng về text (bài viết, báo cáo)', 'C. Podcast và nội dung âm thanh', 'D. Email marketing']",A,Medium,
Q3.027,"3.1_KeHoach",Yếu tố nào KHÔNG cần có trong một khung storyboard?,"['A. Mô tả chi tiết về chi phí sản xuất', 'B. Mô tả hình ảnh/cảnh quay', 'C. Lời thoại/văn bản hiển thị', 'D. Âm thanh/nhạc nền']",A,Medium,
Q3.028,"3.1_KeHoach","Kỹ thuật nào KHÔNG được đề cập khi ""điền"" nội dung cũ vào dàn ý mới?","['A. Viết lại hoàn toàn nội dung cũ', 'B. Chèn (đặt nguyên văn)', 'C. Rút trích (lấy thông tin cốt lõi)', 'D. Tóm tắt (rút gọn)']",A,Medium,
Q3.029,"3.3_CongCu",Lợi ích của việc thiết kế khung nội dung trước khi sản xuất là gì?,"['A. Tiết kiệm thời gian, đảm bảo tính logic, tối ưu hóa tái sử dụng nội dung.', 'B. Tăng tính sáng tạo ngẫu hứng trong quá trình sản xuất.', 'C. Giúp nội dung trở nên phức tạp và học thuật hơn.', 'D. Loại bỏ hoàn toàn nhu cầu biên tập sau sản xuất.']",A,Medium,
Q3.030,"3.4_LapTrinh","Giai đoạn ""biến kế hoạch thành hành động"" hay ""hiện thực hóa bản thiết kế"" là giai đoạn nào?","['A. Biên tập và chuyển đổi nội dung', 'B. Rà soát và đánh giá nội dung', 'C. Lập kế hoạch nội dung', 'D. Phân tích mục tiêu và đối tượng']",A,Medium,
Q3.031,"3.3_CongCu","""Chuẩn hóa ngôn ngữ, tông giọng, định dạng"" nhằm mục đích gì?","['A. Đảm bảo sự nhất quán, chuyên nghiệp và dễ đọc.', 'B. Làm cho nội dung trở nên độc đáo và khác biệt.', 'C. Thể hiện cá tính riêng của người viết.', 'D. Tăng tốc độ sản xuất nội dung.']",A,Medium,
Q3.032,"3.3_CongCu","Kỹ thuật ""Repurpose"" trong biên tập nội dung có nghĩa là gì?","['A. Biến đổi nội dung từ định dạng này sang định dạng khác.', 'B. Loại bỏ những phần không cần thiết của nội dung.', 'C. Kết hợp các phần nội dung khác nhau lại.', 'D. Cập nhật lại các số liệu đã lỗi thời.']",A,Medium,
Q3.033,"3.3_CongCu",Công cụ nào được gợi ý để biên tập hình ảnh/infographic?,"['A. Canva, Adobe Express', 'B. Google Docs, Microsoft Word', 'C. Audacity, Adobe Audition', 'D. CapCut, KineMaster']",A,Medium,
Q3.034,"3.1_KeHoach",DaVinci Resolve và Adobe Premiere Pro là công cụ chuyên nghiệp cho việc gì?,"['A. Chỉnh sửa video trên máy tính', 'B. Chỉnh sửa âm thanh', 'C. Thiết kế đồ họa', 'D. Soạn thảo văn bản']",A,Medium,
Q3.035,"3.3_CongCu",Quá trình biên tập được ví như là gì?,"['A. Quá trình \'điêu khắc\' nội dung để đạt được mục tiêu.', 'B. Quá trình \'sao chép\' nội dung từ nguồn khác.', 'C. Quá trình \'lắp ráp\' các bộ phận có sẵn.', 'D. Quá trình \'vẽ\' một bức tranh hoàn toàn mới.']",A,Medium,
Q3.036,"3.2_BanQuyen","Mục tiêu của Module 3: ""Thực thi bản quyền và giấy phép"" là gì?","['A. Hướng dẫn sinh viên cách tạo ra các tác phẩm có bản quyền.', 'B. Giúp sinh viên nhận diện, kiểm tra và áp dụng đúng các quy định về bản quyền.', 'C. Dạy sinh viên cách đăng ký bản quyền cho sản phẩm số.', 'D. Phổ biến các hình thức xử phạt khi vi phạm bản quyền.']",B,Medium,
